11209|"Optimized Policies and Procedures in Healthcare with Oracle Content Management "|137562|"Jason Lamon"
11210|"Empowering the Global UCM Organization"|137562|"Jason Lamon"
11211|"deploying database vault and audit vault in dataguard managed standby databases"|118898|"Andre van Winssen"
11212|"Database Cloning with Oracle CloneDB and NetApp Snapshot/FlexClone"|137616|"Naveen Harsani"
11213|"Oracle 11g Database features and NetApp’s Storage Efficiency"|137616|"Naveen Harsani"
11214|"Oracle Exadata Development, Test and Re-development"|137616|"Naveen Harsani"
11215|"Database performance with Oracle Direct NFS and NetApp"|137616|"Naveen Harsani"
11216|"Oracle VM & NetApp's Solution for Cloud"|137616|"Naveen Harsani"
11217|"Oracle Data Warehousing & NetApp"|137616|"Naveen Harsani"
11218|"Why won't my customers pay me?! "|125035|"Stacey Wilkins"
11219|"Digitize, Automate, Integrate: Employee Self Service with eForms & SOA Suite 11g"|22614|"Frank Dorst"
11220|"The Next Generation Data Center"|137616|"Naveen Harsani"
11221|"Migrating Oracle Workflow to Oracle BPM"|25020|"Peter Ebell"
11222|"Bridging the gap between SOA and the Database"|25020|"Peter Ebell"
11223|"Real world example of building a successful business case for R12 EBS rollout"|129364|"sanjay sil"
11224|"Unified Storage using Oracle DNFS and ASM: Performance, Scalability and Cloning"|137703|"Jeffery Browning"
11225|"Tax solution for a Global Rollout, Key Concepts and Solution Design"|137709|"Andrew Bohnet"
11226|"Financials Accounting Hub - Deep drive into the rule based accounting engine"|137724|"Raj Sundaram"
11227|"Realizing Metro’s vision through their upgrade to PeopleSoft FSCM 9.1"|25576|"Ed Bouryng"
11228|"iSetup: Don't Let Your Configurations Manage You"|137741|"Jacki Lutz"
11229|"MySQL 101 for Oracle DBAs"|14086|"Alan Williams"
11230|"Proactive JDE Data Management – Easier Upgrades & Better Productivity"|135815|"Niamh Vaughan"
11231|"Oracle Virtualization on the Fujitsu Cloud"|137691|"Del Albrecht"
11232|"Seamless integration of NoSQL tables into the ordinary Oracle SQL interface"|137934|"Andre Schulte"
11233|"Amazon RDS, EC2 and S3 for Oracle Databases"|10341|"Alex Gorbachev"
11234|"Monitoring MySQL with Oracle Enterprise Manager Grid Control"|10341|"Alex Gorbachev"
11235|"Database I/O Performance: Measuring and Planning"|10341|"Alex Gorbachev"
11236|"Oracle R12 Entity Design: Fundamental concepts about System Organizations "|138017|"prabhakar mallampalli"
11237|"Collecting the real time price for an item from Sales order and use it for SOP "|138013|"Praveena Dasalakunte"
11238|"Information Lifecycle Management for Performance and Storage Reduction"|138025|"Jack Augustin"
11239|"Harnessing AWR and ASH via command line and graphics"|138036|"kyle hailey"
11240|"NFS vs Fiber Channel"|138036|"kyle hailey"
11241|"A  formal SQL tuning methodology: Visual SQL Tuning"|138036|"kyle hailey"
11242|"Integrated Collaborative Forecasting for CPG Industry"|62254|"RAJKUMAR SINGH"
11243|"Dtrace: the ultimate performance tool"|138036|"kyle hailey"
11244|"Integration with SAP - The Oracle Way"|134966|"Samuel Anandh"
11245|"IR/ISO synchronization from Planning"|136986|"Manikandan  Vallinayagam"
11246|"Making JD Edwards co-existence work"|138121|"Shriranjan Gharpure"
11247|"Evaluate and Optimize your JD Edwards Support – Maximize ROI"|138121|"Shriranjan Gharpure"
11248|"Syntricity Improves Oracle application performance by 30x "|138037|"Gary Orenstein "
11249|"Optimizing Oracle Database"|67478|"Praveen K"
11250|"Cloudmark significantly accelerates MySQL performance "|138037|"Gary Orenstein "
11251|"Alibris improves database search by 6x"|138037|"Gary Orenstein "
11252|"Datalogix accelerates Oracle RAC Data Warehouse by 40x"|138037|"Gary Orenstein "
11253|"Boosting your datawarehouse development using Experts (OWB)"|75870|"Bertram Hof"
11254|"Migrating from Exadata V1 to X2-2"|138215|"ABY KORAH"
11255|"Case Study: Geo Datawarehouse based on dimensional model"|75870|"Bertram Hof"
11256|"Oracle11G SCAN: Sharing successful implementation experience"|138040|"Yury Velikanov"
11257|"Oracle11G Direct NFS - Better, Faster, Stronger"|138040|"Yury Velikanov"
11258|"Oracle e-Business Suite upgrades downtime optimization"|138040|"Yury Velikanov"
11259|"AWR Performance data mining"|138040|"Yury Velikanov"
11260|"How EBS R12 makes possible to implement fully Automated Cloning!"|138040|"Yury Velikanov"
11261|"Configure Highly Available and secure Fusion Middleware environment"|137580|"Kalpit Parikh"
11262|"Oracle CRM On Demand: Creating Workflows to Increase Operational Efficiency"|138264|"Shane Gaucher"
11263|"Installation of E1 9.0 without Ser. Mgr. due to client’s security policies"|138320|"Neeraj Shukla"
11264|"Cloud----the horizon of opportunities for JDE"|138320|"Neeraj Shukla"
11265|"Oracle JDE - Best fit for property management company"|74381|"Rajesh Subramaniam"
11266|"Self Tuned Databases"|138409|"Mortaza Ghaemi"
11267|"Using Database Hierarchical Storage"|138523|"Andy Rivenes"
11268|"An Independent Review of Fusion Applications - Contract Based Project Billing"|26564|"Neeraj Garg"
11269|"CRM Desktop Customer Success Panel"|138525|"Olga Petrik"
11270|"Implementation Strategies for Joint Ventures in EBS Projects and Financials"|138602|"Ravi Shankar"
11271|"UBR & UER Reconciliation for Multi Currency Invoicing"|138602|"Ravi Shankar"
11272|"Optimizing Oracle HW & SW for LTE with Traffix system"|137302|"Ravi Sanjeev"
11273|"What Your Auditor May Not Be Telling You About Your Chart of Accounts Design"|138593|"Brian Lewis"
11274|"Massive Java Parallel Processing with Oracle Coherence "|115878|"Alexandre Vilcek"
11275|"Meeting GASB Reporting Requirements on a Shoestring"|138593|"Brian Lewis"
11276|"Enabling technologies for the DevOps movement "|138635|"Erik Swan"
11277|"The machine data-centric approach to monitoring critical applications "|138631|"Leena Joshi"
11278|"1+1=12: A Look At Migration vs. Consolidation"|79172|"Helene Abrams"
11279|"User Panel: Global ERP Implementations, Lessons Learnt (Multi-National SIG)"|138668|"Hans Kolbe"
11280|"Successful R12.1.2 Upgrade /Improvements in Inventory Valuation "|138750|"Jitendra Gahlot"
11281|"                     CRM users can all be a stewards of data quality, with ease!"|40011|"Rosaline Gulati"
11282|"Data Quality On Demand must accommodate imprecision – what’s the solution?	"|40011|"Rosaline Gulati"
11283|"CRM On Demand User - Importance of Data Quality"|40011|"Rosaline Gulati"
11284|"                         Data Quality in the Cloud - Benefits for End Users"|40011|"Rosaline Gulati"
11285|"CRM Analytics with Data Quality and Artificial Intelligence - Future of"|40011|"Rosaline Gulati"
11286|"How to create customized OS with distro-const on Solaris 11"|137861|"Masafumi Ohta"
11287|"Implementing IDM in Higher Education - A Case Study"|129535|"Asif Hafiz"
11288|"Implementing IDM in Higher Education - A Case Study"|129535|"Asif Hafiz"
11289|"Oracle Fusion Applications Primer"|49090|"Mani Kumar Manda"
11290|"Addressing Master Data Quality in R12 implementations for maximizing ROI"|49090|"Mani Kumar Manda"
11291|"Oracle Middleware and Value Chain Planning"|138939|"Manisha Dubey"
11292|"Data Integration for SAP: The Oracle Way"|138939|"Manisha Dubey"
11293|"Building a future platform using Oracle technologies-Challenges"|138955|"Kalyan Samanta"
11294|"Data Integration for SAP: The Oracle Way"|134966|"Samuel Anandh"
11295|"Data Integration as a Service"|134966|"Samuel Anandh"
11296|"Embrace Oracle Value Chain Planning for Strategic and Operational Excellence"|134966|"Samuel Anandh"
11297|"Benefits of Predictive Trade Planning for Retailers	"|134966|"Samuel Anandh"
11298|"Leveraging Demantra for Retail Industry Demand Planning and Replenishment"|134966|"Samuel Anandh"
11299|"Absence Management integrate with NA Payroll"|138981|"tony he"
11300|"Using Advanced Planning Command Center to manage the Value Chain"|134966|"Samuel Anandh"
11301|"Common Product Induction Framework for Retail using Oracle MDM Suite"|136814|"Nandakumar Balasubramanian"
11302|"Optimize your Inventory in today's Value Chain"|134966|"Samuel Anandh"
11303|"Integrating Agile PLM and Oracle PIM - A Synergy of Outstanding value for Retail"|136814|"Nandakumar Balasubramanian"
11304|"5 Reasons for Process Manufacturers to Migrate from MRP to ASCP"|134966|"Samuel Anandh"
11305|"Oracle Primavera P6 EPPM Enterprise Solution Focus and Integration Capability"|138989|"Padhmanaban Vaithilingam"
11306|"Collecting the real time price for an item from Sales order and use it for SOP "|138013|"Praveena Dasalakunte"
11307|"Achieving High Performance Oracle Database Results For Cloud based Solutions "|139035|"Kelton Keller"
11308|"Real-World Capacity Planning for Consolidation of Oracle Database Servers "|139035|"Kelton Keller"
11309|"Java Three-Letter Abbreviation Jumpstart for DBAs"|139054|"Jaromir Nemec"
